Tipo de Obra;Nro. GEX;Fecha Vencimiento;Estado;Regional;Solicitantes;Fecha de Solicitud;Fecha de Resolución;Fecha de Inscripción;Cadual;Volumen;Uso;Destino;Lat;Lon;Mes Inicio;Mes Final;Horas x Año;Depto.-Padrón;Id Solicitud;Codigo Cuencas de nivel 5;Sección Judicial;Cuencas de nivel 3;Curso a Utilizar;Área de Cuenca;Área de Embalse;Volúmen de Embalse;Altura Máxima;Tipo de acuifero;profundidad;Diámetro;Caudal Ensayado;Nivel Estático;Nivel Dinámico;Caudal Máximo;Codigo Cuencas de nivel 2;Accion Solicitud;Tipo Resolución
Toma;SGRH-2012-10-004-0510-1-22;30/6/2019;Archivada con Resolución;SAN JOSÉ;Lorsinal S.A. ;19/12/2011;28/3/2014;10/4/2014;9;170000;Industrial;Alimentos y bebidas;-34,75771593;-56,26366851;4;3;8640;CANELONES-4961;242093;67700;;Ao. COLORADO entre Ao. DE LAS PIEDRAS y Río Santa Lucía;Ao. De Las Piedras;;;;;;;;;;;17;67;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-220;24/9/2023;Registrada;SAN JOSÉ;Guillermo Hebert Risso Magallanes;29/6/2012;17/5/2013;24/9/2013;6;21600;Otros usos agropecuarios;Abrevadero de ganado;-34,20054145;-56,84740063;12;11;3600;SAN JOSÉ-1026;242094;65416;4;RÍO SAN JOSÉ entre Ao. MAHOMA y Ao. Chamizo;654;;;;;;35;203,2;6;4,5;;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-221;10/4/2023;Registrada;MONTEVIDEO;Milotur S.A. ;29/6/2012;10/4/2013;29/5/2013;5;14400;Industrial;Envasado de agua;-34,67126564;-55,29651137;12;11;2880;MALDONADO-31113;242095;29514;;Ao. DEL POTRERO / LAGUNA DEL SAUCE;295;;;;;;70;0,15;5;6;50;;29;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-222;30/9/2023;Registrada;SAN JOSÉ;Silvia Margarita Fernández Bonilla;29/6/2012;17/5/2013;30/9/2013;2,5;14400;Industrial;Alimentos y bebidas;-34,19271602;-56,8559173;12;11;5760;SAN JOSÉ-4020;242096;65416;4;RÍO SAN JOSÉ entre Ao. MAHOMA y Ao. Chamizo;654;;;;;;41;203,2;2,5;8;37;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-223;13/8/2023;Registrada;SAN JOSÉ;Heber Romaso Pastorino;29/6/2012;17/5/2013;24/9/2013;7,2;25920;Otros usos agropecuarios;Abrevadero de ganado;-34,59741768;-56,71141289;12;11;3600;SAN JOSÉ-15577;242097;24600;6;RÍO DE LA PLATA entre Ao. SAN GREGORIO y Ao. Mauricio;246;;;;;;36;304,8;7,2;23;26,7;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-226;13/3/2024;Registrada;MONTEVIDEO;Milotur S.A. ;2/7/2012;13/3/2014;4/4/2014;2,5;12000;Usos no consuntivos;Monitoreo/Investigación;-34,66840433;-55,29124808;12;11;4800;MALDONADO-31114;242100;29514;;Ao. DEL POTRERO / LAGUNA DEL SAUCE;295;;;;;;73;0,19;2,5;6;50;;29;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-229;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;2/7/2012;5/2/2015;12/2/2015;25;90000;Riego;Cereales/Oleaginosas;-34,74839501;-56,57271726;12;11;3600;SAN JOSÉ-9817;242102;24710;6;RÍO DE LA PLATA entre Ao. MAURICIO y Ao. Del Tigre;247;;;;;;26;0,15;25;5,9;8,5;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-230;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;3/7/2012;5/2/2015;12/2/2015;20;72000;Riego;Cereales/Oleaginosas;-34,74673612;-56,57134768;12;11;3600;SAN JOSÉ-9817;242104;24710;6;RÍO DE LA PLATA entre Ao. MAURICIO y Ao. Del Tigre;247;;;;;;16;150;22;6,4;11,2;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-231;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;3/7/2012;4/2/2015;12/2/2015;25;90000;Riego;Cereales/Oleaginosas;-34,74453683;-56,56990762;12;11;3600;SAN JOSÉ-9817;242105;24710;6;RÍO DE LA PLATA entre Ao. MAURICIO y Ao. Del Tigre;247;;;;;;30;0,2;25;8;;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-232;8/8/2023;Registrada;SAN JOSÉ;Miguel Ángel Díaz Pérez;3/7/2012;17/5/2013;8/8/2013;12,8;73728;Otros usos agropecuarios;Tambo;-34,62527751;-56,76104849;12;11;5760;SAN JOSÉ-15737;242106;24600;6;RÍO DE LA PLATA entre Ao. SAN GREGORIO y Ao. Mauricio;246;;;;;;36;304,8;12,8;19,3;22;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-233;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;3/7/2012;12/1/2015;4/2/2015;20;72000;Riego;Cereales/Oleaginosas;-34,73927784;-56,56909447;12;11;3600;SAN JOSÉ-9817;242107;24710;6;RÍO DE LA PLATA entre Ao. MAURICIO y Ao. Del Tigre;247;;;;;;30;0,2;20;12,7;16,9;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-24;30/6/2022;Registrada;MONTEVIDEO;Aldo Pensiero;26/1/2012;20/2/2014;7/3/2014;10,5;31899;Riego;Hortalizas;-34,84706503;-56,33757896;12;6;3038;MONTEVIDEO-42325;242114;26000;;RÍO DE LA PLATA entre Río Santa Lucía y Ao. Pantanoso;260;;;;;;60;0,17;15;25;32,6;;26;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-241;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;3/7/2012;8/1/2015;3/2/2015;30;142560;Riego;Cereales/Oleaginosas;-34,71515681;-56,53994296;12;11;4752;SAN JOSÉ-17205;242116;24800;8;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;34;0,2;40;9,1;16,2;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-242;8/8/2023;Registrada;SAN JOSÉ;Hugo Darío Rocca Bentancor;3/7/2012;17/5/2013;8/8/2013;3,6;20736;Otros usos agropecuarios;Tambo;-34,36990638;-56,79508397;12;11;5760;SAN JOSÉ-2795;242117;24400;7;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;244;;;;;;40;203,2;3,6;5,5;9,5;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-245;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;4/7/2012;29/12/2014;30/1/2015;85;306000;Riego;Cereales/Oleaginosas;-34,71119816;-56,53870697;12;11;3600;SAN JOSÉ-17205;242120;24800;8;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;32;0,25;120;;21,4;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-246;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;4/7/2012;29/12/2014;4/2/2015;60;259200;Riego;Cereales/Oleaginosas;-34,71348385;-56,53337842;12;11;4320;SAN JOSÉ-17205;242121;24800;8;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;38,5;0,2;72;16,4;27;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-247;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;4/7/2012;21/1/2015;2/2/2015;55;198000;Riego;Cereales/Oleaginosas;-34,71165347;-56,53794691;12;11;3600;SAN JOSÉ-17205;242122;24800;8;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;37;0,15;72;16;18,6;;24;Renov/Modif;Permiso de uso
Represa Chica;SGRH-2012-10-004-0510-1-25;30/6/2022;Registrada;FRAY BENTOS;Rosina Cat;27/1/2012;29/11/2012;13/12/2012;0;971000;Riego;Cereales/Oleaginosas;-33,25445909;-57,45611151;12;3;2880;SORIANO-3825, SORIANO-8450;242125;58300;11;RÍO NEGRO entre Ao. DE VERA y Ao. Perico Flaco;Cda. s/n;340;34,89;971000;9,2;;;;;;;;58;Nueva;Concesión
Pozo;SGRH-2012-10-004-0510-1-250;24/9/2023;Registrada;SAN JOSÉ;Pedro David Chacón Rodríguez;5/7/2012;17/5/2013;24/9/2013;2;11520;Otros usos agropecuarios;Tambo;-34,31391533;-56,86098502;12;11;5760;SAN JOSÉ-3066;242126;24300;7;RÍO DE LA PLATA entre Ao. PAVÓN y Ao. Luis Pereira;243;;;;;;29;200;2;8;25;;24;Nueva;Permiso de uso
Represa Grande;SGRH-2012-10-004-0510-1-251;30/6/2024;Registrada;DURAZNO;Layla Carrasco Brizola;5/7/2012;19/3/2015;9/4/2015;0;1553000;Riego;Cereales/Oleaginosas;-33,05523756;-55,93777033;12;3;2880;DURAZNO-5923, DURAZNO-5925;242127;56600;4;RÍO YÍ entre Ao. TOMÁS CUADRA y Ao. Maciel;Ao de los Paraguayos;1840;75,27;1559000;9;;;;;;;;56;Nueva;Concesión
Pozo;SGRH-2012-10-004-0510-1-256;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;6/7/2012;30/12/2014;30/1/2015;45;162000;Riego;Cereales/Oleaginosas;-34,73923746;-56,58110546;12;11;3600;SAN JOSÉ-16;242132;24710;6;RÍO DE LA PLATA entre Ao. MAURICIO y Ao. Del Tigre;247;;;;;;46;0,2;50;18,5;21,2;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-257;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;6/7/2012;15/12/2014;23/12/2014;25;90000;Riego;Cereales/Oleaginosas;-34,72479922;-56,56945164;12;11;3600;SAN JOSÉ-16;242133;24800;6;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;37;0,2;25;8,2;;;24;Renov/Modif;Permiso de uso
Tanque Excavado;SGRH-2012-10-004-0510-1-261;30/6/2022;Registrada;SAN JOSÉ;Zulema Cotrofe;29/6/2012;9/10/2013;6/11/2013;0;20000;Riego;Forraje/Pradera/Semillas;-34,63659495;-56,11286942;12;3;2880;CANELONES-19974;242138;63500;;Ao. CANELÓN GRANDE entre Ao. CANELÓN CHICO y Río Santa Lucía;Cda. s/n;0;0,6;6000;10;;;;;;;;63;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-263;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;9/7/2012;29/12/2014;4/2/2015;25;90000;Riego;Cereales/Oleaginosas;-34,7365461;-56,56917835;12;11;3600;SAN JOSÉ-16;242140;24800;6;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;247;;;;;;36;0,2;40;15,4;17;;24;Renov/Modif;Permiso de uso
Tanque Excavado;SGRH-2012-10-004-0510-1-265;30/6/2022;Registrada;SAN JOSÉ;Eduardo Chiesa;5/7/2012;22/4/2014;28/5/2014;0;16200;Riego;Frutales;-34,62270521;-56,32507101;12;3;2880;CANELONES-12695;242142;66603;17;RÍO SANTA LUCÍA entre Ao. DE LAS BRUJAS GRANDE y Ao. Colorado;Cda./Ao. Las Brujas Ch.;0;0,36;16200;4,5;;;;;;;;66;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-266;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;9/7/2012;29/12/2014;4/2/2015;30;108000;Riego;Cereales/Oleaginosas;-34,72126776;-56,57198443;12;11;3600;SAN JOSÉ-16;242143;24800;6;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;29,5;0,2;30;5,2;10,5;;24;Renov/Modif;Permiso de uso
Tajamar Grande;SGRH-2012-10-004-0510-1-267;3/4/2023;Registrada;SALTO;Acriral S.A. ;9/7/2012;3/4/2013;29/5/2013;0;81780;Otros usos agropecuarios;Control de heladas;-31,32602229;-57,81837335;4;3;8640;SALTO-3728, SALTO-4583;242144;14800;;RÍO URUGUAY entre Ao. SAN ANTONIO GRANDE y Río Daymán;Afluente Arroyo San Antonio;101;4,5;81780;5;;;;;;;;14;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-268;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;9/7/2012;29/12/2014;4/2/2015;100;360000;Riego;Cereales/Oleaginosas;-34,73373936;-56,56685941;12;11;3600;SAN JOSÉ-16;242145;24800;6;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;38;0,2;100;11,6;;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-269;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;9/7/2012;8/1/2015;29/1/2015;65;234000;Riego;Cereales/Oleaginosas;-34,7230552;-56,57440285;12;11;3600;SAN JOSÉ-16;242146;24800;6;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;31,5;0,2;65;8,3;11,6;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-270;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;10/7/2012;5/2/2015;12/2/2015;41;194832;Riego;Cereales/Oleaginosas;-34,73202676;-56,58103761;12;11;4752;SAN JOSÉ-16;242148;24800;6;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;36;0,2;55;10;25;;24;Renov/Modif;Permiso de uso
Toma;SGRH-2012-10-004-0510-1-272;30/6/2022;Registrada;MONTEVIDEO;Farolur S.A. ;12/3/2012;24/8/2016;15/9/2016;25;450000;Industrial;Alimentos y bebidas;-34,79098686;-55,0346232;4;3;8640;MALDONADO-19755, MALDONADO-25411;242150;29520;;Ao. DEL POTRERO / LAGUNA DEL SAUCE;Laguna Del Sauce;;;;;;;;;;;36;29;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-273;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;10/7/2012;29/12/2014;4/2/2015;53;263304;Riego;Cereales/Oleaginosas;-34,72564822;-56,57770232;12;11;4968;SAN JOSÉ-16;242151;24800;6;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;38;0,2;72;10,2;13,8;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-277;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;10/7/2012;16/12/2014;22/12/2014;25;90000;Riego;Cereales/Oleaginosas;-34,73098763;-56,5701095;12;11;3600;SAN JOSÉ-16;242155;24800;6;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;39;0,2;25;14,2;22,7;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-278;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;10/7/2012;21/1/2015;29/1/2015;100;360000;Riego;Cereales/Oleaginosas;-34,72847017;-56,57336155;12;11;3600;SAN JOSÉ-16;242156;24800;6;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;35;0,2;100;10,3;24;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-280;30/6/2024;Registrada;SAN JOSÉ;Magdalena S.A.G. ;11/7/2012;5/2/2015;12/2/2015;50;180000;Riego;Cereales/Oleaginosas;-34,73934825;-56,5636354;12;11;3600;SAN JOSÉ-9817;242159;24800;6;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;30;0,2;50;12,5;17,1;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-281;5/11/2022;Registrada;FRAY BENTOS;Granja Pocha S.A. ;11/7/2012;5/11/2012;7/11/2012;4;21600;Industrial;Alimentos y bebidas;-34,37989281;-57,44653382;12;11;5400;COLONIA-14460;242160;22600;;RÍO DE LA PLATA entre Ao. SAUCE y Río Rosario;226;;;;;;46;0,15;4;15,12;20,5;;22;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-282;5/11/2022;Registrada;FRAY BENTOS;Granja Pocha S.A. ;12/7/2012;5/11/2012;7/11/2012;2;10800;Industrial;Alimentos y bebidas;-34,38090504;-57,45234809;12;11;5400;COLONIA-14459;242161;22600;;RÍO DE LA PLATA entre Ao. SAUCE y Río Rosario;226;;;;;;50;0,15;2;8,48;14,74;;22;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-283;5/11/2022;Registrada;FRAY BENTOS;Granja Pocha S.A. ;12/7/2012;5/11/2012;15/11/2012;6;32400;Industrial;Alimentos y bebidas;-34,38016331;-57,45387724;12;11;5400;COLONIA-14459;242162;22600;;RÍO DE LA PLATA entre Ao. SAUCE y Río Rosario;226;;;;;;22;0,15;6;6,06;14,03;;22;Nueva;Permiso de uso
Toma;SGRH-2012-10-004-0510-1-284;30/6/2022;Registrada;RÍO BRANCO;Alfonso Porto Dos Santos;12/7/2012;20/8/2014;27/8/2014;0;2760000;Riego;Arroz;-32,73426923;-53,46884878;12;3;2880;CERRO LARGO-2359;242163;41906;3;RÍO TACUARÍ entre Cda. DE SANTOS y Laguna Merín;Cda. s/n;;;;;;;;;;;;41;Renov/Modif;Permiso de uso
Toma;SGRH-2012-10-004-0510-1-286;30/6/2022;Registrada;RÍO BRANCO;Jesús Alfonso Porto Nodar;12/7/2012;15/10/2014;15/10/2014;1350;8100000;Riego;Arroz;-32,74850494;-53,43962469;12;3;2880;CERRO LARGO-9137;242165;41910;3;RÍO TACUARÍ entre Cda. DE SANTOS y Laguna Merín;Río Tacuarí;;;;;;;;;;;;41;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-287;29/8/2024;Registrada;ARTIGAS;Rubens Courdin Kernke;12/7/2012;17/5/2013;29/8/2014;1,2;4320;Otros usos agropecuarios;Abrevadero de ganado;-30,6700301;-57,0309151;12;11;3600;ARTIGAS-4186;242166;10841;2;RÍO CUAREIM entre Ao. CUARÓ GRANDE y Ao. Yucutujá;108;;;;;;55;203,2;1,2;;;;10;Nueva;Permiso de uso
Represa Chica;SGRH-2012-10-004-0510-1-289;10/4/2024;Registrada;TACUAREMBÓ;Silvia/María/Otros Lapido Bove;13/7/2012;10/4/2014;15/5/2014;0;190000;Riego;Cereales/Oleaginosas;-32,07888054;-55,22732562;12;3;2880;TACUAREMBÓ-1969;242168;53664;;RÍO TACUAREMBÓ entre Ao. YAGUARÍ y Ao. Caraguatá;Cda. De Las Piedras;73;11,2;190000;5;;;;;;;;53;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-295;18/11/2020;Registrada;MONTEVIDEO;Electroquímica S.A. ;19/7/2012;31/8/2012;17/9/2012;2,6;9610;Industrial;Otros;-34,81354224;-56,17684043;12;11;3696;MONTEVIDEO-421418;242174;26400;;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;48;0,15;2,6;10;30;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-296;18/11/2020;Registrada;MONTEVIDEO;Electroquímica S.A. ;19/7/2012;31/8/2012;17/9/2012;6,5;20592;Industrial;Otros;-34,81420642;-56,17776153;12;11;3168;MONTEVIDEO-421418;242175;26400;;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;65;0,15;6,5;8;36;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-297;30/9/2024;Registrada;ARTIGAS;Emma/Elida Barreto Pereira;19/7/2012;17/5/2013;30/9/2014;4;14400;Otros usos agropecuarios;Abrevadero de ganado;-30,9726467;-56,57296884;12;11;3600;ARTIGAS-4860;242176;12000;6;RÍO ARAPEY CHICO entre nacientes y Ao. Sequeira;120;;;;;;45;203,2;4;11;30;;12;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-298;7/8/2024;Registrada;ARTIGAS;Nair y Ario Alano;20/7/2012;17/5/2013;7/8/2014;16;57600;Otros usos agropecuarios;Abrevadero de ganado;-30,64180006;-57,05920021;12;11;3600;ARTIGAS-4183;242177;10841;2;RÍO CUAREIM entre Ao. CUARÓ GRANDE y Ao. Yucutujá;108;;;;;;19;152,4;16;;;;10;Nueva;Permiso de uso
Tajamar Grande;SGRH-2012-10-004-0510-1-3;2/1/2023;Registrada;FRAY BENTOS;Hector Fernando Capandeguy;3/1/2012;2/1/2013;21/1/2013;0;37840;Otros usos agropecuarios;Abrevadero de ganado;-34,17904952;-58,02433473;4;3;8640;COLONIA-21865, COLONIA-21866;242179;20830;7;RÍO DE LA PLATA entre Ao. DE LAS VACAS y Río San Juan;Cda sin nombre;78;3,19;37840;4,5;;;;;;;;20;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-301;30/7/2024;Registrada;ARTIGAS;Basilio Antoniuk Bruj;20/7/2012;17/5/2013;30/7/2014;2;7200;Otros usos agropecuarios;Abrevadero de ganado;-30,31640937;-57,30057782;12;11;3600;ARTIGAS-2948;242182;10940;5;RÍO CUAREIM entre Ao. YUCUTUJÁ y Río Uruguay;109;;;;;;36;152,4;2;16;28;;10;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-303;30/6/2023;Registrada;SAN JOSÉ;Rougaignon-Vernin/Bernard ;23/7/2012;17/7/2013;8/8/2013;60;56160;Riego;Cereales/Oleaginosas;-34,60497943;-56,55443395;12;2;936;SAN JOSÉ-16000;242184;65810;;RÍO SAN JOSÉ entre Ao. CAGANCHA y Río Santa Lucía;658;;;;;;40;0,3;60;;;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-305;30/7/2024;Registrada;ARTIGAS;Daniel Oronoz;24/7/2012;17/5/2013;30/7/2014;10;36000;Otros usos agropecuarios;Abrevadero de ganado;-30,55602041;-56,87384616;12;11;3600;ARTIGAS-2272;242186;10830;2;RÍO CUAREIM entre Ao. CUARÓ GRANDE y Ao. Yucutujá;108;;;;;;72;203,2;10;15;;;10;Nueva;Permiso de uso
Represa Chica;SGRH-2012-10-004-0510-1-307;30/6/2022;Registrada;DURAZNO;Ernesto Carlos Battisti;25/7/2012;11/6/2014;7/7/2014;0;220450;Riego;Cereales/Oleaginosas;-33,82402624;-57,3075005;12;3;2880;SORIANO-12199, SORIANO-2201, SORIANO-8289;242188;57110;13;Ao. GRANDE DEL SUR;Cda. s/n;187;13,9;220400;6,3;;;;;;;;57;Nueva;Concesión
Represa Mediana;SGRH-2012-10-004-0510-1-309;30/6/2021;Archivada con Resolución;RÍO BRANCO;Ana Luisa De Leao Pereira Martins;25/7/2012;20/5/2016;3/6/2016;0;2870000;Riego;Arroz;-31,840858;-54,69003552;12;3;2880;RIVERA-1893, RIVERA-5731;242190;50320;;RÍO NEGRO entre Ao. LECHIGUANA y Ao. Bañados De Aceguá;Arroyo Sarandi;530;94,5;3140000;9,5;;;;;;;;50;Renov/Modif;Concesión
Pozo;SGRH-2012-10-004-0510-1-313;30/6/2023;Registrada;SAN JOSÉ;Rougaignon-Vernin/Bernard ;30/7/2012;17/7/2013;8/8/2013;17,7;16567;Riego;Cereales/Oleaginosas;-34,61218225;-56,54554793;12;2;936;SAN JOSÉ-16000;242195;65810;;RÍO SAN JOSÉ entre Ao. CAGANCHA y Río Santa Lucía;658;;;;;;37;0,4;17,7;21,5;27,4;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-314;30/6/2023;Registrada;SAN JOSÉ;Rougaignon-Vernin/Bernard ;30/7/2012;17/7/2013;8/8/2013;57;53352;Riego;Cereales/Oleaginosas;-34,60818524;-56,55057084;12;2;936;SAN JOSÉ-16000;242196;65810;6;RÍO SAN JOSÉ entre Ao. CAGANCHA y Río Santa Lucía;658;;;;;;33;0,4;57;7,8;14,7;;65;Nueva;Permiso de uso
Toma;SGRH-2012-10-004-0510-1-316;30/6/2020;Archivada con Resolución;DURAZNO;ESTANCIAS DEL LAGO SRL ;31/7/2012;24/9/2012;25/9/2012;100;1000000;Otros usos;Otros;-33,36123552;-56,59274288;4;3;8640;DURAZNO-821;242198;56637;;RÍO YÍ entre Ao. TOMÁS CUADRA y Ao. Maciel;Río Yí;;;;;;;;;;;100;56;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-317;30/6/2022;Registrada;MONTEVIDEO;Jaldery S.A. ;31/7/2012;8/10/2015;4/11/2015;3;4320;Riego;Frutales;-34,65116915;-54,69471816;12;11;1440;MALDONADO-26696;242199;31207;;OCÉANO ATLÁNTICO entre LAGUNA JOSÉ IGNACIO y Laguna Garzón;312;;;;;;37;200;4,3;1,4;28;;31;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-318;29/8/2024;Registrada;ARTIGAS;Víctor Hugo Benavides Souza;31/7/2012;17/5/2013;29/8/2014;6;21600;Otros usos agropecuarios;Abrevadero de ganado;-30,58554156;-56,79077085;12;11;3600;ARTIGAS-6031;242200;10830;2;RÍO CUAREIM entre Ao. CUARÓ GRANDE y Ao. Yucutujá;108;;;;;;56;203,2;6;40;46;;10;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-319;30/6/2023;Registrada;SALTO;Gabrielli Hnos SRL ;1/8/2012;5/6/2017;27/6/2017;12;13824;Riego;Frutales;-31,25285124;-57,87841193;12;7;1152;SALTO-7154;242201;14650;;RÍO URUGUAY entre Ao. ITAPEBÍ GRANDE y Ao. San Antonio Grande;146;;;;;;46;0,15;12;12,5;27;;14;Nueva;Permiso de uso
Represa Mediana;SGRH-2012-10-004-0510-1-32;30/6/2022;Registrada;TREINTA Y TRES;Gerardo Luis Lecueder Atchugarry;8/2/2011;26/10/2016;23/11/2016;0;2513000;Riego;Arroz;-33,57947548;-54,44318819;12;3;2880;LAVALLEJA-11014, LAVALLEJA-11014 - 12396, LAVALLEJA-12396;242202;44620;9;RÍO CEBOLLATÍ entre Ao. GUTIÉRREZ y Ao. Corrales;Cda. s/n;427;172;2513000;4;;;;;;;;44;Nueva;Concesión
Toma;SGRH-2012-10-004-0510-1-320;30/6/2022;Registrada;RÍO BRANCO;Adan Domingo Uría Reverditto;1/8/2012;17/6/2015;17/8/2015;800;5200000;Riego;Arroz;-32,73512766;-53,25363384;12;3;2880;CERRO LARGO-3665;242203;40700;3;LAGUNA MERÍN entre Río Yaguarón y Río Tacuarí;Laguna Merín;;;;;;;;;;;800;40;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-323;30/6/2023;Registrada;SALTO;Luis Gabrielli  E Hijos S.C. ;2/8/2012;24/2/2014;13/3/2014;73;84096;Riego;Frutales;-31,31620573;-57,82508503;12;7;1152;SALTO-5618;242206;14800;;RÍO URUGUAY entre Ao. SAN ANTONIO GRANDE y Río Daymán;148;;;;;;60;0,15;73;19;47;;14;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-324;4/8/2024;Registrada;ARTIGAS;Ángel Ruben Fernández Leites;2/8/2012;17/5/2013;4/8/2014;2,2;7920;Otros usos agropecuarios;Abrevadero de ganado;-30,89782186;-56,20729532;12;11;3600;ARTIGAS-1754;242207;10200;3;RÍO CUAREIM entre Ao. CATALÁN GRANDE y Ao. Pintado Grande;102;;;;;;46,5;200;2,2;12;;;10;Nueva;Permiso de uso
